WSTNID,WXSTN_NUM,WX_YEAR,WX_DATE,TEMP,REL_HUM,WIND_DIR,WIND_SPEED,RAIN,FFMC,DMC,DC,ISI,BUI,FWI,DSR,OBS_TYPE
ID1,110,2019,2019-05-19,14.3,36,13,14.5,0,87.7978,8.5947,19.978,4.8459,8.5606,4.8316,,A
ID1,110,2019,2019-05-20,15.5,35,287,12.3,0,88.1055,8.8406,20.194,4.7384,8.7982,4.7909,,A
ID1,110,2019,2019-05-21,19.8,25,260,11.9,0,91.2832,12.9673,26.162,7.3641,12.8649,8.8102,,A
ID1,110,2019,2019-05-22,20.1,26,75,17.2,0,91.843,17.0974,32.184,9.3681,16.959,12.3213,,A
ID1,110,2019,2019-05-23,13.4,26,48,13.7,0,91.8477,19.9222,37,8.4415,19.7747,12.2343,,E
ID1,110,2019,2019-05-24,18.8,40,170,13.5,0,90.8778,23.0656,42.788,7.3102,22.9141,11.7534,,A
ID1,110,2019,2019-05-25,6,82,301,21.6,0,83.9231,23.4021,46.272,3.5068,23.2823,6.2625,,A
ID1,110,2019,2019-05-26,9.7,33,326,9.7,0.5,86.9665,25.3071,50.422,3.7185,25.1895,6.9385,,A
ID1,110,2019,2019-05-27,16.7,19,207,18.5,0,91.7323,29.1029,55.832,9.6017,28.9616,16.38,,A
ID1,110,2019,2019-05-28,18.3,29,281,15.7,0,91.737,32.7291,61.53,8.8193,32.5724,16.3087,,A
ID1,110,2019,2019-05-29,19,21,296,16.5,0,92.7048,36.9095,67.354,10.3679,36.73,19.5364,,A
ID1,110,2019,2019-05-30,11.9,34,75,13.2,0,91.39,39.1683,71.9,7.7844,38.9884,16.2928,,A
ID1,110,2019,2019-05-31,11.8,36,304,11.8,0.3,90.6005,41.3418,76.428,6.6813,41.1623,14.9296,,A
ID1,110,2019,2019-06-01,7.6,49,334,8.5,0.3,88.6297,42.5099,81.2,4.5541,42.3478,11.2055,,A
ID1,110,2019,2019-06-02,10.3,46,310,8.3,0.3,88.255,44.1306,86.458,4.2939,43.9813,10.9142,,A
ID1,110,2019,2019-06-03,15.5,31,123,15.3,0,89.6549,47.146,92.652,6.4867,46.9942,15.6726,,A
ID1,110,2019,2019-06-04,13,49,47,15.4,0,88.4975,49.0391,98.396,5.4939,48.8976,14.0992,,A
ID1,110,2019,2019-06-05,21.6,32,328,11.3,0,90.456,53.1029,105.688,6.4465,52.9501,16.633,,A
ID1,110,2019,2019-06-06,20.5,32,290,14.8,0.3,90.711,56.9698,112.782,7.4319,56.8071,19.1835,,A
ID1,110,2019,2019-06-07,20.6,44,56,14.2,0,90.215,60.169,119.894,6.7851,60.0056,18.4738,,A
ID1,110,2019,2019-06-08,21.8,81,190,12.6,3.3,62.1444,46.8619,123.3385,0.6788,48.0668,1.4457,,A
ID1,110,2019,2019-06-09,14,59,266,13.3,4.8,53.9606,32.9579,122.0557,0.3787,39.3514,0.5384,,A
ID1,110,2019,2019-06-10,15,31,261,19.2,0.3,79.0911,35.8825,128.1597,1.8542,42.2158,4.971,,A
ID1,110,2019,2019-06-11,10.5,68,276,11.2,2,66.4062,33.2416,133.4537,0.7794,40.9702,1.5291,,A
ID1,110,2019,2019-06-12,16,35,303,13,0.3,82.4351,36.1678,139.7377,2.2277,43.9179,6.1204,,A
ID1,110,2019,2019-06-13,20.2,51,329,7.2,8.1,58.5705,21.9553,131.8376,0.4622,31.003,0.558,,A
ID1,110,2019,2019-06-14,15.1,34,12,18.1,0,80.0871,24.7701,137.9596,1.9875,34.1925,4.5933,,A
ID1,110,2019,2019-06-15,18,28,45,11.2,0,88.3805,28.3905,144.6036,4.763,38.0868,10.9429,,A
ID1,110,2019,2019-06-16,21.1,22,57,11.8,0,92.1395,32.9492,151.8056,8.3145,42.7185,17.9477,,A
ID1,110,2019,2019-06-17,21.6,30,8,10.1,0,92.1442,37.1325,159.0976,7.9111,46.8997,18.1623,,A
ID1,110,2019,2019-06-18,20.8,30,93,16,0,92.1489,41.1684,166.2456,9.4432,50.8537,21.5351,,A
ID1,110,2019,2019-06-19,24.3,24,93,13.3,0,92.9666,46.2505,174.0236,9.7737,55.5752,23.0892,,A
ID1,110,2019,2019-06-20,24.2,30,350,7.3,0,92.9713,50.9129,181.7836,8.1576,59.891,21.0974,,A
ID1,110,2019,2019-06-21,27.7,21,65,6.8,0,94.1592,56.9027,190.1736,9.4804,65.1047,24.4971,,A
ID1,110,2019,2019-06-22,22.6,34,118,17,0,92.7295,61.0207,197.6456,10.5623,68.8782,27.1669,,A
ID1,110,2019,2019-06-23,21.9,54,141,16.5,4.6,70.5606,43.913,196.8539,1.0491,56.3824,3.3358,,A
ID1,110,2019,2019-06-24,24,40,192,6.9,0,85.1587,47.8778,204.5779,2.6481,60.4106,8.7973,,A
ID1,110,2019,2019-06-25,24.9,52,241,6.2,0,87.1414,51.1634,212.4639,3.4295,63.8734,11.3002,,A
ID1,110,2019,2019-06-26,19.8,75,309,14.5,20.3,44.7983,22.5677,170.4015,0.1236,33.9085,0.1585,,A
ID1,110,2019,2019-06-27,21.4,47,298,13.6,1,73.2456,25.7071,177.6575,1.0633,37.756,2.3485,,A
ID1,110,2019,2019-06-28,22.6,41,303,13.9,0,85.8912,29.3883,185.1295,3.6233,42.0777,9.2273,,A
ID1,110,2019,2019-06-29,24.2,36,79,9.5,0,89.6921,33.6511,192.8895,5.467,46.8631,13.7199,,A
ID1,110,2019,2019-06-30,28.4,21,247,22,1.3,92.1123,39.7865,201.4055,11.263,53.2667,24.9652,,A
ID1,110,2019,2019-07-01,25.2,29,234,14.5,0,92.1728,44.172,209.6455,9.055,57.8642,22.3289,,A
ID1,110,2019,2019-07-02,19.2,76,244,10.7,6.4,52.4854,27.5903,203.5878,0.3007,41.2164,0.4415,,A
ID1,110,2019,2019-07-03,21.2,44,237,15.4,0,78.985,30.5232,211.1078,1.6348,44.8388,4.5594,,A
ID1,110,2019,2019-07-04,23.3,34,228,16.3,0,88.738,34.3053,219.0058,5.8614,49.3033,14.8883,,A
ID1,110,2019,2019-07-05,17.2,48,288,17.2,0,88.7425,36.5402,225.8058,6.0149,52.0311,15.6368,,A
ID1,110,2019,2019-07-06,21.7,34,154,9.8,0,90.1834,40.0743,233.4158,5.9251,56.0787,16.1022,,A
ID1,110,2019,2019-07-07,24.7,41,218,12.4,0,90.188,43.6493,241.5658,6.3945,60.134,17.7029,,A
ID1,110,2019,2019-07-08,19.6,85,175,11.7,6.6,45.94,26.5368,233.9251,0.135,41.3473,0.1986,,A
ID1,110,2019,2019-07-09,26.1,53,44,8.4,0,75.9026,29.5392,242.3271,1.0393,45.2796,2.7107,,A
ID1,110,2019,2019-07-10,23.9,33,345,17.5,0,88.578,33.473,250.3331,5.9341,50.1737,15.1735,,A
ID1,110,2019,2019-07-11,22.3,49,179,12.1,0,88.5826,36.2758,258.0511,5.0537,53.6846,13.9167,,A
ID1,110,2019,2019-07-12,18.8,62,310,15,1.3,80.188,38.0518,265.1391,1.8254,56.0083,5.9702,,A
ID1,110,2019,2019-07-13,25.8,32,266,12.8,0,89.8424,42.3477,273.4871,6.1784,61.059,17.3991,,A
ID1,110,2019,2019-07-14,28.6,45,114,6.2,0,89.847,46.1841,282.3391,5.0539,65.5586,15.5537,,A
ID1,110,2019,2019-07-15,20,89,154,0,17,22.2887,20.3756,241.4671,0.0003,33.6521,0.0004,,A
ID1,110,2019,2019-07-16,22,39,312,0,5.6,43.5191,15.5237,237.1514,0.0649,26.6811,0.0709,,A
ID1,110,2019,2019-07-17,26.1,40,116,7.7,0,78.4839,19.3566,245.5534,1.2385,32.3399,2.5072,,A
ID1,110,2019,2019-07-18,22.7,69,346,2.2,11.7,43.9795,10.8406,223.7647,0.0747,19.339,0.0663,,A
ID1,110,2019,2019-07-19,22,64,255,4.8,33.5,38.8993,6.2642,149.1184,0.0324,11.3377,0.021,,A
ID1,110,2019,2019-07-20,17.5,55,344,7.3,10.9,43.5085,4.614,134.3424,0.0809,8.4983,0.0448,,E
ID1,110,2019,2019-07-21,22.9,34,266,7,0,77.2972,8.3341,142.1684,1.1002,14.5377,0.8206,,A
ID1,110,2019,2019-07-22,16.9,80,222,4.4,0.3,78.9608,9.1796,148.9144,1.1696,15.9077,0.9206,,A
ID1,110,2019,2019-07-23,29,36,250,5.9,0,89.3096,13.7039,157.8384,4.632,22.5197,7.9222,,A
ID1,110,2019,2019-07-24,29.1,34,194,5,0,91.4256,18.385,166.7804,6.112,28.826,11.4885,,A
ID1,110,2019,2019-07-25,26.9,55,166,8.7,0,89.5995,21.3442,175.3264,5.2607,32.7277,10.9009,,A
ID1,110,2019,2019-07-26,24,50,173,6.1,0,89.5733,24.2916,183.3504,4.8594,36.4953,10.8584,,A
ID1,110,2019,2019-07-27,22.4,65,291,5.3,0,87.3794,26.2233,191.0864,3.4596,39.0494,8.4776,,E
ID1,110,2019,2019-07-28,31.1,29,180,8.1,0,92.5133,31.5926,200.3884,7.8446,45.3219,17.7293,,A
ID1,110,2019,2019-07-29,15.7,53,318,10.6,0.8,85.6441,33.447,206.9184,3.1807,47.6416,8.8955,,A
ID1,110,2019,2019-07-30,20.3,39,324,4.2,0,88.2986,36.5128,214.2764,3.8095,51.2101,10.809,,A
ID1,110,2019,2019-07-31,25,34,181,6.9,0,90.5829,40.5584,222.4804,5.7295,55.7216,15.6437,,E
ID1,110,2019,2019-08-01,25.6,52,314,5.8,0,89.7393,43.2042,230.0924,4.9265,58.8043,14.3565,,A
ID1,110,2019,2019-08-02,24.2,53,106,11,0,89.2186,45.659,237.4524,5.3449,61.6715,15.6898,,A
ID1,110,2019,2019-08-03,29.1,39,172,6.6,0,90.5999,49.4621,245.6944,5.703,65.8052,17.0709,,E
ID1,110,2019,2019-08-04,26.5,45,296,18.5,2.5,82.3793,44.6973,253.4684,2.6125,62.0427,8.8415,,A
ID1,110,2019,2019-08-05,21.1,50,321,18.9,1.5,81.1405,46.9888,260.2704,2.2765,64.7521,8.0568,,A
ID1,110,2019,2019-08-06,19.4,72,220,12.2,0,82.5232,48.1738,266.7664,2.1962,66.3798,7.9311,,A
ID1,110,2019,2019-08-07,17.6,56,273,17,7.6,59.1497,28.9075,254.0694,0.6476,45.0117,1.0913,,A
ID1,110,2019,2019-08-08,14.8,79,319,20.4,12.2,37.8131,13.7462,228.1185,0.0416,23.893,0.0423,,A
ID1,110,2019,2019-08-09,19.4,53,326,14.7,0.5,69.3633,15.7353,234.6145,0.9551,26.9516,1.2517,,A
ID1,110,2019,2019-08-10,22.3,45,266,13.4,0,84.0356,18.3923,241.6325,2.7725,30.9038,5.9841,,A
ID1,110,2019,2019-08-11,20.3,42,315,17.1,0,87.7723,20.9547,248.2905,5.2231,34.6076,11.1801,,A
ID1,110,2019,2019-08-12,21.2,30,333,13.1,0,90.6016,24.1773,255.1105,6.9572,39.0925,14.9816,,A
ID1,110,2019,2019-08-13,20.5,38,353,13.8,0,90.6062,26.942,261.8045,7.1036,42.8579,15.9828,,A
ID1,110,2019,2019-08-14,22.7,34,278,14.2,0,90.7194,30.1849,268.8945,7.2924,47.1403,17.1439,,A
ID1,110,2019,2019-08-15,23.4,51,186,12.9,0,89.5945,32.6633,276.1105,5.9746,50.4162,15.2927,,A
ID1,110,2019,2019-08-16,23.5,44,235,13.3,4.3,74.3205,25.0344,274.4196,1.1061,40.7704,2.6703,,A
ID1,110,2019,2019-08-17,22.4,58,274,10.6,0,82.884,27.072,281.4556,2.1965,43.6482,6.0135,,A
ID1,110,2019,2019-08-18,18.8,41,267,12.7,0,87.2465,29.4959,287.8436,4.2373,46.9612,11.2125,,A
ID1,110,2019,2019-08-19,17.9,56,272,14.8,0.3,87.251,31.2218,294.0696,4.5271,49.3458,12.1682,,A
ID1,110,2019,2019-08-20,17.4,46,288,17.5,0,87.5308,33.2842,300.2056,5.1072,52.1215,13.8018,,A
ID1,110,2019,2019-08-21,11.9,81,9,18.6,1,77.8804,33.7941,305.3516,1.6367,52.9405,5.154,,A
ID1,110,2019,2019-08-22,17.4,52,136,8.2,0.8,81.268,35.6273,311.4876,1.6733,55.4104,5.4437,,A
ID1,110,2019,2019-08-23,22.8,38,215,16.2,0,88.341,38.6864,318.5956,5.509,59.3546,15.7193,,A
ID1,110,2019,2019-08-24,24,56,193,17.6,4.8,71.0811,27.8481,314.2434,1.1058,45.5948,2.955,,A
ID1,110,2019,2019-08-25,19.1,75,205,13.5,0.3,77.8351,28.8907,320.6854,1.3976,47.1597,4.0026,,A
ID1,110,2019,2019-08-26,17.9,90,190,10.1,19,26.5069,11.6784,267.8598,0.0017,21.0612,0.0016,,A
ID1,110,2019,2019-08-27,9.7,95,320,13.2,19,8.4702,5.0727,220.4084,0,9.5934,0,,A
ID1,110,2019,2019-08-28,9.7,91,302,19.3,24.6,12.1215,2.0239,164.5871,0,3.927,0,,A
ID1,110,2019,2019-08-29,10,88,293,14.3,0.5,25.8597,2.2989,169.3911,0.0016,4.4469,0.0006,,A
ID1,110,2019,2019-08-30,15.7,47,307,16.4,1.3,59.3365,4.1371,175.2211,0.6426,7.813,0.3408,,A
ID1,110,2019,2019-08-31,19.7,40,255,16.2,0,81.3202,6.7135,181.7711,2.144,12.2921,2.3066,,A
ID1,110,2019,2019-09-01,10.8,89,22,13.6,0,79.7189,6.9465,185.4191,1.6701,12.7033,1.5621,,A
ID1,110,2019,2019-09-02,14.2,33,307,8,0,86.2723,8.7715,189.6791,3.2046,15.7251,4.4809,,A
ID1,110,2019,2019-09-03,15.7,35,97,8.7,0,88.4414,10.7157,194.2091,4.455,18.8334,6.9045,,A
ID1,110,2019,2019-09-04,12.3,92,263,2.5,2.8,51.8696,7.9118,198.1271,0.2198,14.3872,0.1629,,A
ID1,110,2019,2019-09-05,15.7,45,83,13.3,0.3,74.7391,9.5569,202.6571,1.1302,17.098,0.9294,,A
ID1,110,2019,2019-09-06,13.1,79,299,13.4,1.3,69.3029,10.0878,206.7191,0.9175,17.9818,0.7782,,A
ID1,110,2019,2019-09-07,12.2,66,38,5,0,75.9596,10.8929,210.6191,0.9431,19.2915,0.8358,,A
ID1,110,2019,2019-09-08,13.5,63,200,11.8,0,80.676,11.8547,214.7531,1.7468,20.8341,2.6995,,A
ID1,110,2019,2019-09-09,12.1,88,97,10.8,2.3,57.552,9.7166,218.6351,0.4788,17.4899,0.3992,,A
ID1,110,2019,2019-09-10,9.7,85,46,13.2,0.8,61.5783,10.005,222.0851,0.6693,17.9845,0.5678,,A
ID1,110,2019,2019-09-11,13.9,61,119,8.5,0,73.9918,11.0465,226.2911,0.9406,19.6901,0.8443,,A
ID1,110,2019,2019-09-12,15.3,43,124,17.2,0,83.679,12.7108,230.7491,2.9664,22.3445,5.1843,,A
ID1,110,2019,2019-09-13,8.4,94,27,11.7,11.9,23.7407,5.9982,204.8823,0.0007,11.1782,0.0005,,A
ID1,110,2019,2019-09-14,17,50,197,12.8,2.8,53.227,5.4545,209.6463,0.3468,10.2428,0.2119,,A
ID1,110,2019,2019-09-15,21,57,205,12.9,0,75.5142,7.1464,215.1303,1.1628,13.1968,0.8194,,A
ID1,110,2019,2019-09-16,25.7,45,124,14.9,0,86.6969,9.7707,221.4603,4.1924,17.6001,6.2733,,A
ID1,110,2019,2019-09-17,28,59,152,16.2,0,87.0393,11.8948,228.2043,4.5733,21.0471,7.5357,,A
ID1,110,2019,2019-09-18,21,92,154,8.6,0,80.6505,12.2096,233.6883,1.5813,21.598,2.4318,,A
ID1,110,2019,2019-09-19,11.2,92,310,7,2.8,49.6118,9.1473,237.4083,0.1933,16.6872,0.1566,,A
ID1,110,2019,2019-09-20,15,87,154,25.4,0.3,61.5144,9.5199,241.8123,0.9626,17.3338,0.7983,,A
ID1,110,2019,2019-09-21,18,91,322,11.3,22.3,22.0127,4.2206,189.0172,0.0004,7.9949,0.0002,,A
ID1,110,2019,2019-09-22,12.2,76,289,7.4,1,39.229,4.7889,192.9172,0.0373,9.0181,0.0213,,A
ID1,110,2019,2019-09-23,19.5,53,214,14.1,0,69.9423,6.5126,198.1312,0.9563,12.0362,0.6393,,E
ID1,110,2019,2019-09-24,16.5,45,274,14.7,1,79.1093,8.236,202.8052,1.6228,14.9538,1.7739,,A
ID1,110,2019,2019-09-25,8,90,310,12,0.8,73.7612,8.398,205.9492,1.0344,15.2422,0.7935,,A
ID1,110,2019,2019-09-26,10.3,70,260,13.4,0.3,78.1105,9.0069,209.5072,1.423,16.2656,1.5167,,A
ID1,110,2019,2019-09-27,6.5,53,308,11.1,1.3,73.6031,9.6428,212.3812,1.0014,17.3197,0.83,,A
ID1,110,2019,2019-09-28,5.1,44,300,16.7,0,80.5152,10.2609,215.0032,1.9884,18.3344,2.8782,,A
ID1,110,2019,2019-09-29,7.1,41,70,9,0,84.0789,11.1222,217.9852,2.4413,19.728,3.8807,,A
ID1,110,2019,2019-09-30,4.5,69,71,19.5,1.3,73.7708,11.4313,220.4992,1.2982,20.2394,1.6558,,A
ID1,110,2019,2019-10-01,3.4,83,44,5.6,11.9,25.7567,5.3758,193.4427,0.0012,10.0532,0.0007,,E
ID1,110,2019,2019-10-02,3.5,72,240,3.2,6.3,21.9114,2.6452,182.3323,0.0003,5.1053,0.0001,,A
ID1,110,2019,2019-10-03,7.2,57,11,7.4,0,44.7763,3.186,184.3323,0.0993,6.108,0.0468,,A
ID1,110,2019,2019-10-04,9.4,57,192,16.5,0,65.1598,3.8701,186.7283,0.874,7.3589,0.4498,,A
ID1,110,2019,2019-10-05,6.1,81,152,10.1,0,69.9232,4.0774,188.5303,0.8469,7.7365,0.4469,,A
ID1,110,2019,2019-10-06,6.8,86,298,12.5,11.2,27.6536,1.6349,165.9148,0.0026,3.1912,0.0009,,A
ID1,110,2019,2019-10-07,10.7,55,279,13.5,2.8,46.4004,1.289,168.5448,0.1526,2.5296,0.0508,,A
ID1,110,2019,2019-10-08,18.3,39,209,20.3,0,76.9632,3.0821,172.5428,1.6042,5.9007,0.743,,A
ID1,110,2019,2019-10-09,2.1,87,28,16.6,0,76.9674,3.1451,173.6248,1.4348,6.0177,0.6706,,A
ID1,110,2019,2019-10-10,0.2,94,43,13,1,67.9371,3.1569,174.3648,0.8678,6.0404,0.4063,,A
ID1,110,2019,2019-10-11,0.3,95,280,15.3,1.5,54.403,3.1675,175.1228,0.4193,6.0609,0.1966,,A
ID1,110,2019,2019-10-12,5.6,81,47,5.7,36.1,18.2656,1.0525,97.6978,0.0001,2.0499,0,,E
ID1,110,2019,2019-10-13,3.2,90,337,9.6,16.3,9.9574,0.0652,69.2985,0,0.13,0,,A
ID1,110,2019,2019-10-14,4.6,83,213,1.4,13.9,9.8207,0.1468,47.4912,0,0.2914,0,,A
ID1,110,2019,2019-10-15,2.4,91,359,11.5,2,14.8135,0.0477,48.6272,0,0.0952,0,,A
ID1,110,2019,2019-10-16,2.2,76,103,6.9,0,28.703,0.1677,49.7272,0.0029,0.3326,0.0007,,A
ID1,110,2019,2019-10-17,6.1,58,157,15.8,0.3,51.9104,0.6259,51.5292,0.33,1.2149,0.0902,,A
ID1,110,2019,2019-10-18,8.7,64,158,14.7,0,66.9535,1.1605,53.7992,0.884,2.2022,0.2816,,A
ID1,110,2019,2019-10-19,6,94,253,14.2,3.8,35.9369,0.0995,51.363,0.0231,0.198,0.005,,A
ID1,110,2019,2019-10-20,5.1,93,172,9.6,0,41.1561,0.1653,52.985,0.0576,0.328,0.013,,A
ID1,110,2019,2019-10-21,3.4,97,34,11.3,0.3,43.273,0.1858,54.301,0.0877,0.3684,0.02,,A
ID1,110,2019,2019-10-22,0.7,94,354,11.5,4.8,21.5824,0.0164,49.058,0.0003,0.0327,0.0001,,A
ID1,110,2019,2019-10-23,-1.3,85,332,22.7,2.5,25.7334,0,49.564,0.0019,0,0.0004,,A
ID1,110,2019,2019-10-24,1.4,53,284,9.9,0.3,45.6903,0.178,50.52,0.1233,0.353,0.028,,A
ID1,110,2019,2019-10-25,4.7,66,225,11.9,0,60.0095,0.4768,52.07,0.587,0.9323,0.1521,,A
ID1,110,2019,2019-10-26,12.2,57,221,17,0,74.6553,1.3433,54.97,1.2571,2.532,0.4183,,A
ID1,110,2019,2019-10-27,1.2,86,291,14.1,0.5,75.3595,1.3921,55.89,1.1997,2.621,0.4037,,A
ID1,110,2019,2019-10-28,-1.3,74,258,13.1,0.5,76.9363,1.3921,56.396,1.2904,2.6224,0.4343,,A
ID1,110,2019,2019-10-29,-3.7,71,259,16.1,0,78.0667,1.3921,56.596,1.5414,2.6229,0.5188,,A
ID1,110,2019,2019-10-30,-4,81,268,10.5,0,78.071,1.3921,56.796,1.3018,2.6234,0.4382,,A
ID1,110,2019,2019-10-31,-1.6,64,184,14.5,0,79.5166,1.3921,57.302,1.6783,2.6248,0.565,,A
ID2,111,2019,2019-05-25,12.4,93,183,14.2,0.3,66.7034,6.2488,19.636,1.1494,6.9602,0.5756,,E
ID2,111,2019,2019-05-26,16.4,49,329,18.4,2,73.4057,6.985,20.356,1.79,7.5194,0.9312,,E
ID2,111,2019,2019-05-27,12.3,29,335,7.9,0,84.5476,9.4897,24.974,2.9496,9.7332,2.9781,,A
ID2,111,2019,2019-05-28,18.7,26,220,9.5,0,90.1927,13.3471,30.744,7.1131,13.3078,8.696,,A
ID2,111,2019,2019-05-29,17.4,46,304,13.9,0,89.4185,15.9771,36.28,7.9461,15.9303,10.4509,,A
